ID,gardian_gender_T1,gardian_age_T1,prefecture_T1,area_T1,married_T1,familyincome_T1,pinincome_T1,job_T1,child_gender_T1,hsc1_T1,hsc2_T1,hsc3_T1,hsc4_T1,hsc5_T1,hsc6_T1,hsc7_T1,hsc8_T1,hsc9_T1,hsc10_T1,hsc11_T1,hsc12_T1,health1_T1,health2_T1,health3_T1,health4_T1,health5_T1,panas1_T1,panas2_T1,panas3_T1,panas4_T1,panas5_T1,panas6_T1,panas7_T1,panas8_T1,panas9_T1,panas10_T1,panas11_T1,panas12_T1,panas13_T1,panas14_T1,panas15_T1,panas16_T1
8902460,1,49,42,8,2,4,1,8,0,4,4,5,5,4,4,4,4,4,5,4,4,2,3,2,3,2,2,4,1,4,1,2,4,3,4,3,3,3,2,3,3,3
8951406,1,44,26,5,2,.,.,8,1,5,2,6,5,7,7,7,7,4,7,3,5,2,1,5,2,2,2,5,2,5,4,5,4,6,5,3,5,5,5,5,3,3
8980566,1,54,1,1,2,4,1,8,0,4,4,4,4,5,5,4,4,3,5,3,4,3,3,4,3,3,2,4,2,3,2,4,2,4,3,3,2,2,2,3,4,2
8981718,0,46,13,3,2,6,.,3,0,3,3,4,4,5,5,4,4,4,5,4,5,3,3,4,3,3,4,3,4,3,4,4,4,3,3,3,3,4,3,3,4,3
9001536,1,46,8,3,2,.,.,9,0,5,3,4,3,2,7,6,7,6,6,6,3,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9006188,0,47,21,4,2,3,2,5,1,4,6,1,1,7,7,7,1,7,7,7,7,2,4,1,4,3,4,2,3,2,3,2,3,3,2,3,3,3,3,3,3,2
9007880,0,50,28,5,2,3,3,5,1,6,4,7,7,4,7,3,6,6,7,4,7,4,3,3,3,2,3,4,3,2,2,3,4,4,3,3,3,3,2,3,2,2
9036860,0,40,15,4,2,3,3,3,0,5,4,4,4,5,3,4,3,6,2,2,5,3,3,4,3,3,4,4,3,3,4,3,4,4,4,3,3,2,3,3,4,4
9046122,1,46,23,4,2,.,1,9,0,4,5,6,4,7,6,3,4,6,7,4,5,4,2,2,2,2,3,3,1,3,1,3,3,1,4,2,1,4,2,3,2,2
9065702,0,47,13,3,2,3,3,5,1,4,4,5,4,3,3,4,3,4,2,4,6,3,3,3,3,4,2,4,2,4,2,5,4,3,2,4,4,4,2,3,3,3
9100522,1,47,40,8,2,10,1,8,0,4,4,5,5,5,7,5,7,7,7,4,5,2,5,1,3,1,2,2,2,1,2,2,4,1,4,1,4,1,2,2,5,3
9134205,0,44,13,3,2,3,.,3,0,4,1,4,2,5,5,5,4,3,6,3,4,4,4,4,4,3,2,3,2,4,2,3,2,3,3,3,2,3,3,3,3,3
9146188,1,45,26,5,2,4,1,8,0,2,6,2,6,5,6,4,6,5,5,6,5,1,2,2,2,2,3,3,2,2,4,3,5,4,5,2,5,3,4,2,5,3
9164184,0,51,20,4,2,4,3,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,3,4,4,3,3,3,3,3,3,3,3
9179603,0,47,23,4,2,4,2,5,0,4,4,4,5,3,3,4,4,4,5,4,3,3,4,4,3,3,3,3,3,3,4,4,4,3,3,3,3,4,3,3,4,3
9190746,0,42,23,4,2,3,2,4,1,5,6,6,4,6,6,4,5,7,6,4,6,4,5,4,3,3,2,5,2,4,2,5,4,5,5,5,4,5,5,5,5,5
9212467,1,46,11,3,2,5,1,8,0,5,5,3,3,4,5,6,5,4,5,5,3,5,5,5,3,4,3,4,2,4,3,4,4,4,4,4,4,5,3,4,3,4
9216497,1,38,40,8,2,5,2,5,0,5,3,7,3,7,4,3,5,4,7,5,5,4,3,3,4,2,4,5,2,3,2,4,4,6,5,3,6,4,4,3,5,3
9218784,0,45,24,4,2,4,4,5,1,5,4,5,3,5,5,5,5,3,6,3,6,5,5,5,5,4,2,5,2,4,2,3,3,3,3,3,3,4,3,3,3,3
9247140,1,34,40,8,2,3,3,10,1,2,2,3,3,2,3,3,4,3,3,3,3,4,3,4,4,3,3,4,4,3,4,3,3,4,2,4,3,4,2,3,4,2
9249895,0,45,25,5,2,5,4,1,0,2,4,3,1,4,7,6,2,4,7,6,7,4,4,2,5,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,4,1
9270236,1,39,14,3,2,4,1,8,1,5,3,5,4,5,4,5,3,4,5,4,4,4,5,4,5,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3
9322702,1,46,8,3,2,5,1,8,0,3,3,6,5,6,7,3,4,4,7,5,5,5,5,4,3,4,1,5,1,4,3,4,4,4,4,3,3,5,3,2,4,4
9329584,0,36,35,6,2,4,4,5,1,3,5,5,5,6,5,6,6,6,7,5,6,5,4,4,4,5,2,5,2,4,2,3,2,4,3,4,2,4,3,3,2,3
9331283,1,50,13,3,2,3,1,9,0,4,5,4,5,7,6,4,5,6,7,4,5,4,4,3,5,4,2,3,2,4,2,4,2,3,3,3,2,4,2,2,2,2
9342112,0,48,27,5,2,.,.,4,0,4,2,3,3,6,5,6,4,4,6,3,5,6,5,2,4,3,2,3,2,3,2,2,2,4,3,3,2,3,4,4,2,2
9371520,1,42,37,7,2,.,.,3,1,4,5,5,3,6,4,6,4,4,5,5,4,4,4,4,4,2,2,4,2,3,2,2,2,3,2,3,3,4,3,3,3,3
9376185,1,42,26,5,2,6,1,8,0,7,6,5,3,7,4,7,5,2,7,3,1,5,5,2,5,5,1,3,1,5,1,5,3,4,1,4,1,6,5,3,2,4
9376572,1,45,1,1,2,2,1,8,0,4,5,2,5,1,5,4,3,3,2,5,5,3,3,4,3,4,4,4,3,4,3,4,4,3,4,3,3,3,3,3,4,3
9384266,1,44,28,5,2,.,.,8,0,4,4,5,4,6,4,6,4,4,5,7,4,4,4,4,3,4,2,5,2,4,2,3,2,4,3,5,2,5,4,4,2,2
9389141,1,42,22,4,2,.,.,8,0,2,6,4,7,6,7,5,7,4,7,7,6,6,4,6,5,4,3,5,3,5,3,3,5,2,4,3,2,4,4,3,3,3
9397938,1,47,27,5,1,2,2,3,1,3,2,4,2,7,4,5,3,4,6,4,5,5,5,5,2,2,2,4,2,4,3,3,4,4,2,4,3,4,3,3,3,3
11910081,1,45,2,2,2,3,1,8,1,5,6,6,5,7,5,5,5,3,7,5,5,4,4,5,4,4,2,4,2,4,2,4,4,6,4,4,3,4,2,4,2,4
11924400,1,44,1,1,2,3,1,3,0,4,5,6,5,7,6,6,5,5,7,4,5,4,4,2,3,3,1,3,1,2,2,2,5,4,4,3,4,4,2,3,4,3
11949200,1,44,40,8,2,1,1,9,0,4,6,6,5,4,6,6,6,6,6,6,6,4,4,4,4,4,2,5,2,4,4,4,3,4,4,4,4,5,2,5,3,3
12004241,0,55,27,5,2,.,.,4,0,4,3,3,5,5,5,4,4,5,5,6,5,3,2,2,3,3,3,3,3,4,4,4,4,4,3,4,5,4,4,2,4,3
12079063,1,49,38,7,2,3,3,4,0,4,4,4,4,4,6,5,4,4,6,5,4,3,3,2,2,2,2,3,1,3,2,4,4,4,4,4,4,2,2,3,4,1
12106452,0,43,27,5,2,4,4,5,1,1,3,7,1,7,3,4,6,1,7,4,4,5,5,6,6,6,3,5,3,5,5,3,5,5,5,5,3,5,3,5,5,4
12174071,0,54,8,3,2,6,6,1,1,5,6,5,6,6,6,6,6,5,6,6,6,5,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4
12305938,1,40,13,3,2,6,1,9,1,6,6,5,5,5,5,5,5,5,5,3,5,4,4,4,2,5,2,5,2,4,2,5,5,5,2,3,3,3,2,3,3,3
12318447,1,47,3,2,2,1,1,8,0,5,4,5,5,6,5,4,4,5,5,4,5,2,2,2,2,3,4,3,4,3,4,3,4,3,5,4,4,3,4,3,5,3
12332932,1,43,23,4,1,1,1,12,1,2,5,5,4,6,5,7,4,4,7,5,2,6,6,6,6,2,3,3,2,3,2,3,4,3,2,3,2,4,1,2,1,1
12333204,1,45,25,5,2,10,1,8,0,6,6,7,6,6,6,4,6,4,6,6,6,2,1,1,1,1,2,4,2,4,2,2,2,4,2,3,2,2,2,2,2,2
12373092,1,50,1,1,2,5,1,9,1,4,5,3,2,2,3,2,2,4,2,5,3,3,3,4,3,3,4,3,3,3,3,3,5,4,4,3,3,2,2,2,3,4
12386068,0,45,13,3,2,3,2,6,1,5,1,7,1,6,5,4,1,1,7,4,1,6,5,6,6,6,1,5,1,4,2,5,1,6,3,3,3,6,1,4,5,6
12421922,1,40,40,8,1,2,2,3,1,5,2,2,4,7,3,2,3,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,5,3,4,4,4,4,4,4,4,4
12437661,1,47,13,3,2,.,.,8,0,5,5,6,6,7,7,6,6,6,7,6,4,4,4,4,1,3,3,4,2,3,3,4,4,4,3,3,4,4,2,2,4,4
12516613,1,46,26,5,2,5,1,8,0,4,3,6,5,5,5,5,4,5,7,4,4,5,5,5,6,3,1,5,1,4,2,3,3,4,2,5,3,5,2,5,2,2
12521069,1,43,40,8,2,3,10,8,0,1,5,6,5,6,6,6,4,3,2,4,5,2,2,4,3,2,6,3,5,2,2,3,5,3,3,2,3,2,2,3,4,1
12566255,0,48,23,4,2,.,.,5,1,5,5,5,5,5,5,5,5,4,6,5,5,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,2,2,2,3,2
12594637,0,42,28,5,2,3,3,4,0,6,4,4,5,4,5,5,4,4,2,4,5,1,4,2,2,1,1,5,3,1,3,3,5,2,3,6,2,2,3,4,3,2
12807970,1,39,27,5,2,3,2,3,0,4,5,5,5,5,5,4,5,4,5,3,5,4,5,4,5,5,3,4,3,3,3,4,4,3,4,3,2,3,3,3,4,3
13006204,1,42,27,5,2,4,1,8,0,3,1,4,3,5,5,6,4,3,6,4,3,3,3,3,3,3,2,4,2,3,3,3,3,4,3,3,5,3,3,3,3,3
13011314,1,51,13,3,2,6,1,8,1,3,5,4,3,5,5,6,5,5,6,5,4,4,3,4,5,4,2,5,2,4,2,5,2,4,2,5,2,4,2,4,4,4
13012222,0,57,12,3,2,5,5,5,1,5,5,4,5,6,5,7,4,3,7,6,5,5,4,4,4,3,3,4,1,2,2,2,3,3,3,3,3,4,2,3,3,4
13052611,1,38,12,3,2,3,1,9,0,1,1,7,1,1,5,3,4,4,7,4,4,3,3,3,3,2,2,4,2,2,2,4,5,3,1,1,4,1,1,1,4,1
13074486,0,55,28,5,2,3,2,5,1,4,4,3,4,3,4,4,5,4,4,4,4,3,3,4,4,3,2,3,3,3,3,2,4,3,3,3,3,4,3,2,3,3
13077032,1,44,27,5,2,3,1,9,0,3,5,4,4,4,6,5,5,4,5,5,5,4,4,2,3,2,3,2,3,2,3,3,5,3,4,3,4,3,3,3,4,2
13122988,1,39,34,6,2,10,1,8,1,5,4,7,2,7,7,5,5,6,7,5,7,2,3,2,5,3,4,2,3,4,3,6,4,6,4,4,4,5,4,2,4,3
13167798,1,47,40,8,2,3,1,9,0,7,7,7,6,7,7,1,7,1,7,7,6,1,3,1,3,2,4,1,4,1,3,1,6,3,6,1,4,2,1,2,6,1
13174750,1,41,24,4,2,6,1,8,0,6,7,2,5,6,7,6,6,6,7,7,6,2,2,1,2,1,3,2,3,2,4,2,4,2,5,2,6,1,3,3,6,4
13222300,0,41,16,4,2,4,3,5,0,5,5,4,5,5,5,3,4,3,7,5,5,4,4,4,3,4,4,4,4,3,3,3,4,4,2,4,3,4,1,4,3,2
13255355,1,53,27,5,2,.,.,9,0,3,3,4,3,5,5,5,4,5,6,4,5,2,3,2,2,2,3,3,2,3,3,3,4,3,2,2,4,2,3,2,2,1
13295295,1,38,14,3,2,3,1,9,1,4,6,4,7,1,2,7,7,7,7,7,7,3,4,4,2,2,6,1,6,1,6,1,6,1,6,1,1,5,6,2,4,3
13328408,1,50,28,5,2,6,1,9,1,3,3,5,3,6,5,6,5,2,6,5,4,5,5,5,2,5,2,5,2,4,2,4,2,4,2,4,2,5,2,4,3,4
13573458,1,47,27,5,1,1,1,11,1,4,5,3,5,6,7,4,5,3,7,6,7,4,4,4,4,4,2,4,2,4,3,3,4,4,4,4,3,4,2,3,3,3
13638716,1,42,13,3,2,4,1,8,1,6,4,7,5,7,6,7,4,3,7,6,7,3,3,4,3,3,3,3,3,4,3,4,3,4,3,3,4,3,4,3,4,1
13657220,1,42,20,4,2,10,2,7,0,4,3,4,2,7,4,4,4,4,6,4,4,3,3,5,3,3,2,4,1,3,3,5,5,6,2,3,5,5,1,2,3,3
13658198,0,52,27,5,2,5,5,4,0,3,5,5,6,5,7,4,7,2,7,3,7,2,2,2,2,3,5,2,5,5,5,3,5,3,5,2,5,2,5,2,5,2
13800073,0,44,24,4,2,.,.,4,0,5,4,6,4,6,4,6,5,3,6,4,4,4,3,3,2,4,2,3,2,3,3,3,3,4,4,4,4,4,3,3,3,3
13845703,1,45,29,5,2,2,1,9,1,6,6,4,6,4,4,5,6,4,6,5,4,5,5,4,5,5,4,5,4,3,5,5,5,4,4,4,5,5,4,4,3,3
13894303,1,47,22,4,2,3,1,12,0,5,6,6,7,6,7,7,7,7,7,5,7,4,4,3,4,3,3,3,3,2,2,2,3,2,2,2,3,3,2,2,4,2
13902200,0,51,28,5,2,1,1,6,1,2,5,5,5,6,5,6,6,7,6,4,6,3,4,4,4,3,3,3,3,3,3,3,4,4,3,4,5,5,4,3,3,4
13940761,1,42,13,3,2,.,.,3,1,4,2,2,5,3,1,1,1,1,2,1,3,4,4,4,4,4,2,5,2,4,2,4,3,4,2,4,2,4,2,2,3,3
13959395,1,44,23,4,2,3,1,9,1,4,3,7,2,5,2,6,4,4,7,4,5,5,6,5,4,3,1,5,1,4,2,4,3,5,2,4,2,4,1,4,2,2
13971470,1,45,24,4,2,3,1,9,0,4,6,3,4,4,5,5,3,3,7,5,5,4,4,3,4,3,2,3,1,4,2,5,2,3,2,4,3,3,2,3,4,3
14028882,0,48,26,5,2,5,4,3,1,5,4,6,3,6,5,6,4,3,6,5,3,2,3,2,3,4,1,5,1,2,3,4,3,3,4,3,4,3,2,3,5,2
14081903,1,44,10,3,2,4,1,9,1,5,4,5,6,5,6,6,4,6,5,5,5,4,4,4,4,4,3,5,4,3,5,4,4,4,4,4,3,4,3,3,4,3
14173503,1,39,1,1,2,10,2,5,0,3,4,6,3,4,5,5,4,3,6,5,4,2,2,2,1,1,3,3,2,2,2,1,3,4,3,2,2,3,1,3,2,1
14173606,0,46,27,5,2,5,5,4,0,4,5,3,3,5,5,4,5,5,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
14217236,0,44,27,5,2,3,3,4,0,2,1,5,2,6,3,6,2,4,7,3,2,5,5,5,5,5,1,5,1,5,1,4,3,6,3,4,2,5,1,4,1,3
14235563,1,53,24,4,2,3,2,4,1,6,4,7,5,7,4,6,4,2,5,6,6,1,1,1,1,1,2,3,2,3,1,4,4,1,5,2,1,2,1,1,5,2
14294310,1,48,34,6,2,.,.,8,1,1,4,4,4,4,6,7,5,6,6,6,5,2,2,2,2,1,2,2,2,1,3,2,4,3,4,2,2,2,2,2,4,1
14339619,0,48,33,6,2,3,3,4,1,4,3,7,7,7,6,7,6,2,7,7,5,4,4,5,3,4,4,4,2,4,2,5,5,5,6,3,6,4,5,3,5,3
14375044,1,46,26,5,2,3,1,9,1,5,6,6,5,7,5,5,4,4,7,7,5,3,4,4,4,3,2,4,2,4,3,4,3,4,3,4,3,3,3,3,3,3
14406866,0,55,43,8,2,4,2,5,1,3,6,7,6,7,6,6,5,5,7,7,7,3,4,4,2,2,3,4,3,3,4,2,5,4,4,3,2,3,2,2,3,3
14559149,1,39,23,4,2,4,2,5,0,6,6,3,3,5,6,3,3,6,6,2,3,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,2,2,2,5,2
14609312,1,45,12,3,2,.,.,9,1,5,6,4,5,7,5,6,6,6,7,4,5,4,3,5,5,4,2,3,2,3,2,3,2,3,2,4,2,4,2,2,2,2
14618121,1,44,8,3,2,2,1,9,0,7,4,4,4,7,4,4,1,4,4,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14650272,1,36,8,3,2,3,1,9,0,5,5,4,6,5,6,4,6,5,6,6,6,3,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4
14739586,1,55,28,5,2,3,1,8,0,4,6,4,6,5,3,5,3,7,7,7,3,2,2,3,3,3,5,3,5,3,5,3,6,3,5,3,6,4,1,4,5,2
14996578,1,43,40,8,2,.,.,8,1,4,4,4,3,7,6,7,5,3,7,3,7,2,2,2,2,2,1,4,1,3,1,1,4,4,3,3,3,3,3,3,3,3
14996857,0,44,23,4,2,4,4,4,1,5,4,6,5,7,4,4,4,2,6,4,6,4,3,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3
15013849,1,54,4,2,2,3,1,8,0,2,3,3,3,5,4,4,4,5,5,3,3,2,2,5,3,3,2,3,2,4,3,3,5,5,5,4,3,2,3,4,3,2
15153869,1,45,28,5,2,3,1,11,1,2,4,6,5,6,7,7,7,6,7,5,7,3,4,2,3,2,3,3,2,2,2,4,3,2,2,4,2,2,1,1,2,1
15160112,1,46,11,3,1,2,2,8,0,4,2,4,1,5,3,7,4,4,7,4,6,4,4,5,3,4,1,5,1,4,2,4,5,5,3,3,3,6,2,2,2,5
15191760,0,49,8,3,2,5,4,1,0,3,4,6,6,6,7,3,5,2,7,3,4,4,4,4,4,3,1,5,1,1,1,3,1,4,3,2,2,5,3,2,4,5
15203937,1,45,43,8,2,4,1,9,0,5,1,7,2,5,5,4,5,4,7,2,4,6,6,4,6,5,1,5,1,4,1,4,1,3,1,3,1,6,1,3,1,1
15217355,0,48,9,3,2,.,.,4,0,4,4,5,6,7,4,4,4,4,6,4,6,2,2,3,3,2,3,4,3,3,4,3,5,3,2,3,4,3,4,3,3,5
15230933,0,44,35,6,2,3,3,1,1,4,5,5,5,4,4,5,5,5,3,4,4,5,5,5,5,5,1,5,1,5,1,4,3,5,4,3,3,5,2,3,2,5
15337324,1,49,34,6,2,3,1,8,1,6,4,6,6,7,6,7,6,6,7,4,6,5,5,5,5,6,3,5,3,5,3,4,3,5,3,3,2,4,3,4,3,4
15379299,1,42,28,5,2,4,1,11,0,4,5,3,1,7,6,3,6,6,7,7,2,6,6,6,6,5,1,5,1,6,1,5,3,5,2,4,3,5,1,3,3,4
15379427,0,46,28,5,2,5,3,4,1,4,2,1,6,2,5,3,5,2,1,5,6,3,3,4,3,3,3,3,3,3,3,2,5,5,4,4,5,3,4,4,4,3
15395594,0,46,12,3,2,5,4,1,0,6,4,7,5,7,2,7,2,2,7,3,2,5,4,3,2,3,1,5,1,3,1,5,2,4,1,3,1,4,1,5,1,3
15404726,1,39,40,8,2,.,.,5,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,4,2,4,1,1,1,6,3,6,1,4,3,4,6,6,2
15415546,1,38,13,3,2,3,1,8,0,4,4,2,4,3,3,3,2,5,2,5,2,2,2,4,3,2,4,2,3,2,4,4,3,3,2,2,3,3,2,2,4,2
15492712,1,40,27,5,2,1,1,8,0,2,5,6,5,7,5,6,4,5,7,7,3,5,6,4,2,4,1,4,1,3,6,4,4,3,5,5,1,6,2,3,1,1
15506867,0,48,1,1,2,6,6,3,0,5,3,3,4,7,5,5,3,3,6,3,3,3,3,4,1,2,2,4,1,4,1,5,4,4,2,4,2,4,1,4,2,4
15513494,1,40,12,3,2,.,.,8,1,6,6,7,7,5,6,6,7,5,5,6,7,1,1,2,2,1,2,3,2,2,2,4,5,3,4,4,5,4,4,3,5,3
15552750,0,53,22,4,2,4,3,6,0,6,5,4,3,5,4,4,5,5,5,4,5,4,2,2,2,3,4,4,3,4,3,4,3,4,4,4,4,3,3,3,3,4
15564498,1,35,44,8,2,2,1,9,1,6,3,5,3,7,5,4,5,3,7,2,3,4,4,5,3,4,2,4,1,5,3,4,3,6,5,4,6,5,3,3,5,5
15611819,0,40,23,4,2,.,.,3,0,2,5,2,4,2,5,3,3,3,6,5,5,2,2,3,2,3,2,4,2,4,3,3,3,3,3,3,4,3,2,2,5,3
15624952,0,48,1,1,2,3,2,6,1,4,4,4,4,6,6,6,6,4,6,4,5,5,5,5,4,5,3,4,3,3,3,3,3,4,4,3,3,4,3,3,3,3
15685793,1,46,37,7,2,2,1,8,0,5,5,6,7,5,6,4,6,7,6,7,5,4,4,3,4,4,3,3,2,4,3,3,3,3,3,2,3,3,3,3,4,3
15692269,0,40,22,4,2,.,.,5,0,4,6,5,2,7,5,3,3,5,6,6,5,3,4,5,5,3,3,4,2,4,3,3,3,5,3,3,3,5,3,3,4,4
15733827,0,44,2,2,2,4,3,1,1,5,5,7,5,7,5,4,4,4,7,4,4,4,3,4,2,3,3,4,2,4,3,4,4,4,4,4,4,3,2,3,4,3
15769434,1,52,12,3,2,5,1,8,0,4,2,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,2,4,1,4,1,3,5,5,5,5,5,5,2,2,4,4
15831489,1,44,1,1,2,.,.,8,1,4,6,6,4,7,4,5,5,4,6,4,4,4,4,3,4,4,2,5,2,3,2,4,3,5,3,4,4,4,3,4,3,5
15832063,1,45,34,6,1,.,.,8,1,7,4,7,1,7,7,7,7,4,7,4,7,5,4,4,3,2,2,4,2,4,2,3,5,3,3,4,3,5,3,4,2,3
